Type of professional,Jurisdiction,Category,Group,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 14,Unnamed: 15
Registered nurses,Manitoba,Age,Age 35–44,"2,785","2,833","2,891","2,910","2,983","3,132","3,337","3,510","3,788","4,001",,
Registered nurses,Manitoba,Age,Age 45–54,"3,300","3,192","3,206","3,146","3,056","2,934","3,005","2,951","2,938","2,954",,
Registered nurses,Manitoba,Age,Age 55–64,"2,841","2,853","2,851","2,796","2,680","2,611","2,527","2,474","2,605","2,428",,
Registered nurses,Manitoba,Age,Age 65+,563,596,599,619,612,561,592,603,797,678,,
Registered nurses,Manitoba,Age,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Manitoba,Age,Average age,45.7,45.2,46.4,46,45.3,45.1,,46,46.8,46.3,,
Registered nurses,Manitoba,Sex,Female,"11,576","11,605","11,937","11,993","11,492","10,918",,"10,428","9,830","9,098",,
Registered nurses,Manitoba,Sex,Male,"1,058","1,102","1,142","1,177","1,166","1,135",,"1,160","1,085","1,011",,
Registered nurses,Manitoba,Sex,Not stated,0,0,47,2,337,803,,"1,695","2,545","3,786",,
Registered nurses,Manitoba,Inflow,Total,775,667,497,693,540,589,564,808,784,"1,138",,
Registered nurses,Manitoba,Inflow,Age <35,555,513,381,556,411,467,446,609,526,641,,
Registered nurses,Manitoba,Inflow,Age 35–54,188,129,98,117,109,110,104,176,230,459,,
Registered nurses,Manitoba,Inflow,Age 55+,32,25,18,20,20,12,14,23,28,38,,
Registered nurses,Manitoba,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Manitoba,Outflow,Total,594,78,647,717,728,671,674,607,703,,,
Registered nurses,Manitoba,Outflow,Age <35,125,35,115,118,134,107,144,141,141,,,
Registered nurses,Manitoba,Outflow,Age 35–54,133,26,137,116,124,127,154,180,229,,,
Registered nurses,Manitoba,Outflow,Age 55+,336,17,395,483,470,437,376,286,333,,,
Registered nurses,Manitoba,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered nurses,Manitoba,Renewal,Total,"11,859","12,040","12,629","12,479","12,455","12,267","12,585","12,475","12,676","12,757",,
Registered nurses,Manitoba,Renewal,Age <35,"2,590","2,720","3,198","3,145","3,253","3,151","3,242","3,136","2,806","3,193",,
Registered nurses,Manitoba,Renewal,Age 35–54,"5,897","5,896","5,999","5,939","5,930","5,956","6,238","6,285","6,496","6,496",,
Registered nurses,Manitoba,Renewal,Age 55+,"3,372","3,424","3,432","3,395","3,272","3,160","3,105","3,054","3,374","3,068",,
Registered nurses,Manitoba,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Manitoba,Employment status,Employed in profession,"12,165","12,203","12,282","11,670",,,,,,,,
Registered nurses,Manitoba,Employment status,Employed in other than profession and seeking employment in profession,0,0,0,55,,,,,,,,
Registered nurses,Manitoba,Employment status,Employed in other than profession and not seeking employment in profession,0,0,0,56,,,,,,,,
Registered nurses,Manitoba,Employment status,Not employed and seeking employment in profession,78,73,66,91,,,,,,,,
Registered nurses,Manitoba,Employment status,Not employed and not seeking employment in profession,39,30,31,46,,,,,,,,
Registered nurses,Manitoba,Employment status,Not stated,352,401,747,"1,254",,,,,,,,
Registered nurses,Manitoba,Location of graduation,Canadian educated,"11,426","11,481","11,848","11,872","11,673","11,517","11,777","11,830","11,924","11,993",,
Registered nurses,Manitoba,Location of graduation,Internationally educated,"1,208","1,226","1,273","1,299","1,321","1,339","1,372","1,453","1,536","1,900",,
Registered nurses,Manitoba,Location of graduation,Not stated,0,0,5,1,1,0,0,0,0,2,,
Registered nurses,Manitoba,Years since graduation,<5 years,"1,781","1,791","1,709","1,737","1,724","1,676","1,598","1,637","1,721","1,762",,
Registered nurses,Manitoba,Years since graduation,5–10 years,"2,665","2,640","2,676","2,665","2,526","2,488","2,646","2,645","2,557","2,539",,
Registered nurses,Manitoba,Years since graduation,11–20 years,"2,267","2,426","2,688","2,911","3,167","3,485","3,881","4,194","4,416","4,754",,
Registered nurses,Manitoba,Years since graduation,21–30 years,"3,000","2,956","2,875","2,729","2,602","2,373","2,205","2,025","1,950","1,980",,
Registered nurses,Manitoba,Years since graduation,31+ years,"2,921","2,894","3,178","3,130","2,976","2,834","2,819","2,782","2,816","2,858",,
Registered nurses,Manitoba,Years since graduation,Not stated,0,0,0,0,0,0,0,0,0,2,,
Registered nurses,Saskatchewan,Supply,Total,"10,226","10,507","10,677","10,825","10,940","11,182","11,307","11,564","11,760","12,505",,
Registered nurses,Saskatchewan,Age,Age <25,274,363,366,382,433,447,415,434,442,485,,
Registered nurses,Saskatchewan,Age,Age 25–34,"2,912","3,111","3,268","3,426","3,467","3,623","3,651","3,747","3,738","3,942",,
Registered nurses,Saskatchewan,Age,Age 35–44,"2,068","2,179","2,308","2,442","2,632","2,778","3,030","3,231","3,472","3,911",,
Registered nurses,Saskatchewan,Age,Age 45–54,"2,261","2,210","2,168","2,133","2,057","2,030","2,002","2,008","2,043","2,145",,
Registered nurses,Saskatchewan,Age,Age 55–64,"2,294","2,219","2,105","1,976","1,863","1,823","1,742","1,677","1,620","1,576",,
Registered nurses,Saskatchewan,Age,Age 65+,417,425,462,466,488,481,467,467,445,446,,
Registered nurses,Saskatchewan,Age,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Saskatchewan,Age,Average age,44.1,43.4,43,42.4,42,41.8,41.5,41.4,41.2,40.9,,
Registered nurses,Saskatchewan,Sex,Female,"9,585","9,808","9,952","10,058","10,143","10,344","10,449","10,658","10,809","11,395",,
Registered nurses,Saskatchewan,Sex,Male,641,699,725,767,797,837,857,904,950,"1,109",,
Registered nurses,Saskatchewan,Sex,Not stated,0,0,0,0,0,1,1,2,1,1,,
Registered nurses,Saskatchewan,Inflow,Total,567,972,767,820,736,834,751,831,859,"1,341",,
Registered nurses,Saskatchewan,Inflow,Age <35,412,751,618,657,605,662,547,624,590,766,,
Registered nurses,Saskatchewan,Inflow,Age 35–54,124,186,119,138,108,135,139,161,234,541,,
Registered nurses,Saskatchewan,Inflow,Age 55+,31,35,30,25,23,37,65,46,35,34,,
Registered nurses,Saskatchewan,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Saskatchewan,Outflow,Total,691,597,672,621,592,626,574,663,596,,,
Registered nurses,Saskatchewan,Outflow,Age <35,199,142,169,168,183,155,160,202,156,,,
Registered nurses,Saskatchewan,Outflow,Age 35–54,137,119,123,105,125,120,129,159,160,,,
Registered nurses,Saskatchewan,Outflow,Age 55+,355,336,380,348,284,351,285,302,280,,,
Registered nurses,Saskatchewan,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered nurses,Saskatchewan,Renewal,Total,"9,659","9,535","9,910","10,005","10,204","10,348","10,556","10,733","10,901","11,164",,
Registered nurses,Saskatchewan,Renewal,Age <35,"2,774","2,723","3,016","3,151","3,295","3,408","3,519","3,557","3,590","3,661",,
Registered nurses,Saskatchewan,Renewal,Age 35–54,"4,205","4,203","4,357","4,437","4,581","4,673","4,893","5,078","5,281","5,515",,
Registered nurses,Saskatchewan,Renewal,Age 55+,"2,680","2,609","2,537","2,417","2,328","2,267","2,144","2,098","2,030","1,988",,
Registered nurses,Saskatchewan,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Saskatchewan,Employment status,Employed in profession,"10,054","10,264","10,416","10,538","10,637","10,753","10,843","11,140","11,180","11,619",,
Registered nurses,Saskatchewan,Employment status,Employed in other than profession and seeking employment in profession,35,71,91,79,94,12,19,11,18,21,,
Registered nurses,Saskatchewan,Employment status,Employed in other than profession and not seeking employment in profession,10,15,14,6,11,10,7,3,8,12,,
Registered nurses,Saskatchewan,Employment status,Not employed and seeking employment in profession,98,122,121,165,164,52,51,40,49,53,,
Registered nurses,Saskatchewan,Employment status,Not employed and not seeking employment in profession,12,18,15,18,13,10,15,10,7,12,,
Registered nurses,Saskatchewan,Employment status,Not stated,17,17,20,19,21,345,372,360,498,788,,
Registered nurses,Saskatchewan,Location of graduation,Canadian educated,"9,299","9,507","9,667","9,876","9,999","10,219","10,371","10,595","10,686","10,882",,
Registered nurses,Saskatchewan,Location of graduation,Internationally educated,803,873,879,937,941,961,935,969,"1,074","1,069",,
Registered nurses,Saskatchewan,Location of graduation,Not stated,124,127,131,12,0,2,1,0,0,554,,
Registered nurses,Saskatchewan,Years since graduation,<5 years,"1,591","1,819","1,876","1,968","2,167","2,106","2,088","2,049","2,014","2,074",,
Registered nurses,Saskatchewan,Years since graduation,5–10 years,"2,153","2,151","2,320","2,444","2,389","2,554","2,651","2,811","2,854","2,948",,
Registered nurses,Saskatchewan,Years since graduation,11–20 years,"1,757","1,964","2,057","2,196","2,410","2,695","2,957","3,215","3,493","4,084",,
Registered nurses,Saskatchewan,Years since graduation,21–30 years,"2,018","2,014","1,970","1,947","1,828","1,737","1,588","1,514","1,489","1,523",,
Registered nurses,Saskatchewan,Years since graduation,31+ years,"2,707","2,559","2,454","2,270","2,146","2,090","2,023","1,975","1,910","1,876",,
Registered nurses,Saskatchewan,Years since graduation,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Alberta,Supply,Total,"34,764","34,992","35,448","35,691","35,907","36,394","36,288","36,302","37,202","42,694",,
Registered nurses,Alberta,Age,Age <25,935,954,983,"1,027",979,949,906,897,985,"1,115",,
Registered nurses,Alberta,Age,Age 25–34,"9,949","10,132","10,267","10,189","10,101","10,139","9,902","9,731","9,861","11,192",,
Registered nurses,Alberta,Age,Age 35–44,"8,054","8,204","8,579","8,875","9,264","9,717","10,119","10,450","11,247","14,379",,
Registered nurses,Alberta,Age,Age 45–54,"7,690","7,648","7,634","7,687","7,662","7,683","7,589","7,653","7,714","8,513",,
Registered nurses,Alberta,Age,Age 55–64,"6,647","6,519","6,354","6,267","6,204","6,138","6,028","5,894","5,809","5,918",,
Registered nurses,Alberta,Age,Age 65+,"1,489","1,535","1,631","1,646","1,697","1,768","1,744","1,677","1,586","1,577",,
Registered nurses,Alberta,Age,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Alberta,Age,Average age,43.4,43.3,43.1,43.1,43,43,43.1,43,42.8,42.2,,
Registered nurses,Alberta,Sex,Female,"32,541","32,689","33,068","33,241","33,400","33,752","33,567","33,492","34,232","38,769",,
Registered nurses,Alberta,Sex,Male,"2,223","2,303","2,380","2,439","2,507","2,623","2,700","2,782","2,920","3,863",,
Registered nurses,Alberta,Sex,Not stated,0,0,0,11,0,19,21,28,50,62,,
Registered nurses,Alberta,Inflow,Total,"4,175","2,467","2,609","2,406","2,459","2,588","2,390","2,591","3,508","7,783",,
Registered nurses,Alberta,Inflow,Age <35,"3,142","1,819","1,898","1,771","1,738","1,810","1,606","1,714","2,095","3,403",,
Registered nurses,Alberta,Inflow,Age 35–54,914,564,615,534,613,680,649,783,"1,289","4,143",,
Registered nurses,Alberta,Inflow,Age 55+,119,84,96,101,108,98,135,94,124,237,,
Registered nurses,Alberta,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Alberta,Outflow,Total,"2,239","2,153","2,163","2,243","2,101","2,496","2,577","2,608","2,291",,,
Registered nurses,Alberta,Outflow,Age <35,751,729,736,815,773,910,932,879,803,,,
Registered nurses,Alberta,Outflow,Age 35–54,583,553,508,543,521,581,681,745,664,,,
Registered nurses,Alberta,Outflow,Age 55+,905,871,919,885,807,"1,005",964,984,824,,,
Registered nurses,Alberta,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered nurses,Alberta,Renewal,Total,"30,589","32,525","32,839","33,285","33,448","33,806","33,898","33,711","33,694","34,911",,
Registered nurses,Alberta,Renewal,Age <35,"7,742","9,267","9,352","9,445","9,342","9,278","9,202","8,914","8,751","8,904",,
Registered nurses,Alberta,Renewal,Age 35–54,"14,830","15,288","15,598","16,028","16,313","16,720","17,059","17,320","17,672","18,749",,
Registered nurses,Alberta,Renewal,Age 55+,"8,017","7,970","7,889","7,812","7,793","7,808","7,637","7,477","7,271","7,258",,
Registered nurses,Alberta,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,Alberta,Employment status,Employed in profession,"33,773","34,651","34,356","34,079","34,372","34,627","34,380","34,399","34,471","25,854",,
Registered nurses,Alberta,Employment status,Employed in other than profession and seeking employment in profession,187,99,130,163,122,141,144,224,620,898,,
Registered nurses,Alberta,Employment status,Employed in other than profession and not seeking employment in profession,103,71,82,66,50,74,97,144,276,"11,707",,
Registered nurses,Alberta,Employment status,Not employed and seeking employment in profession,496,119,74,12,24,5,15,24,78,74,,
Registered nurses,Alberta,Employment status,Not employed and not seeking employment in profession,70,50,30,0,2,1,1,6,18,93,,
Registered nurses,Alberta,Employment status,Not stated,135,2,776,"1,371","1,337","1,546","1,651","1,505","1,739","4,068",,
Registered nurses,Alberta,Location of graduation,Canadian educated,"31,427","31,637","31,900","32,170","32,311","32,764","32,654","32,546","32,796","33,416",,
Registered nurses,Alberta,Location of graduation,Internationally educated,"3,323","3,345","3,532","3,513","3,589","3,629","3,633","3,755","4,223","7,202",,
Registered nurses,Alberta,Location of graduation,Not stated,14,10,16,8,7,1,1,1,183,"2,076",,
Registered nurses,Alberta,Years since graduation,<5 years,"5,922","5,746","5,483","5,273","5,089","4,969","4,756","4,652","4,818","5,173",,
Registered nurses,Alberta,Years since graduation,5–10 years,"7,493","7,644","8,039","8,201","8,142","8,319","8,157","7,848","7,582","7,754",,
Registered nurses,Alberta,Years since graduation,11–20 years,"6,960","7,430","8,043","8,520","9,285","9,939","10,610","11,361","12,351","14,837",,
Registered nurses,Alberta,Years since graduation,21–30 years,"6,960","6,881","6,683","6,614","6,405","6,174","5,957","5,733","5,729","6,250",,
Registered nurses,Alberta,Years since graduation,31+ years,"7,429","7,291","7,200","7,082","6,986","6,992","6,808","6,707","6,546","6,616",,
Registered nurses,Alberta,Years since graduation,Not stated,0,0,0,1,0,1,0,1,176,"2,064",,
Registered nurses,British Columbia,Supply,Total,"35,397","36,506","37,355","37,592","38,041","38,863","40,343","40,891","41,893","43,711",,
Registered nurses,British Columbia,Age,Age <25,692,777,963,982,949,910,940,954,977,"1,069",,
Registered nurses,British Columbia,Age,Age 25–34,"8,613","9,247","9,683","10,007","10,302","10,716","11,351","11,618","11,993","12,402",,
Registered nurses,British Columbia,Age,Age 35–44,"8,185","8,590","8,959","9,154","9,480","10,014","10,844","11,483","12,058","12,937",,
Registered nurses,British Columbia,Age,Age 45–54,"8,308","8,367","8,346","8,308","8,251","8,284","8,419","8,449","8,540","8,823",,
Registered nurses,British Columbia,Age,Age 55–64,"7,904","7,711","7,553","7,304","7,166","6,984","6,790","6,439","6,335","6,357",,
Registered nurses,British Columbia,Age,Age 65+,"1,695","1,814","1,851","1,837","1,893","1,955","1,999","1,948","1,990","2,123",,
Registered nurses,British Columbia,Age,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,British Columbia,Age,Average age,44.9,44.5,44.1,43.8,43.6,43.4,43.1,42.8,42.7,42.6,,
Registered nurses,British Columbia,Sex,Female,"32,677","33,593","34,261","34,335","34,631","35,301","36,581","36,961","37,787","39,324",,
Registered nurses,British Columbia,Sex,Male,"2,720","2,913","3,094","3,257","3,410","3,562","3,762","3,930","4,106","4,387",,
Registered nurses,British Columbia,Sex,Not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,British Columbia,Inflow,Total,"2,798","3,280","2,907","2,876","3,253","3,298","3,520","3,201","3,233","3,662",,
Registered nurses,British Columbia,Inflow,Age <35,"1,624","2,153","2,109","2,070","2,188","2,206","2,298","2,224","2,232","2,369",,
Registered nurses,British Columbia,Inflow,Age 35–54,905,931,678,671,891,953,"1,059",838,861,"1,114",,
Registered nurses,British Columbia,Inflow,Age 55+,269,196,120,135,174,139,163,139,140,179,,
Registered nurses,British Columbia,Inflow,Age not stated,0,0,0,0,0,0,0,0,0,0,,
Registered nurses,British Columbia,Outflow,Total,"2,171","2,058","2,639","2,804","2,476","2,040","2,653","2,231","1,844",,,
Registered nurses,British Columbia,Outflow,Age <35,582,544,805,969,818,542,677,612,528,,,
Registered nurses,British Columbia,Outflow,Age 35–54,476,425,573,711,634,510,704,641,534,,,
Registered nurses,British Columbia,Outflow,Age 55+,"1,113","1,089","1,261","1,124","1,024",988,"1,272",978,782,,,
Registered nurses,British Columbia,Outflow,Age not stated,0,0,0,0,0,0,0,0,0,,,
Registered nurses,British Columbia,Renewal,Total,"32,599","33,226","34,448","34,716","34,788","35,565","36,823","37,690","38,660","40,049",,
Registered nurses,British Columbia,Renewal,Age <35,"7,681","7,871","8,537","8,919","9,063","9,420","9,993","10,348","10,738","11,102",,
Registered nurses,British Columbia,Renewal,Age 35–54,"15,588","16,026","16,627","16,791","16,840","17,345","18,204","19,094","19,737","20,646",,
Registered nurses,British Columbia,Renewal,Age 55+,"9,330","9,329","9,284","9,006","8,885","8,800","8,626","8,248","8,185","8,301",,
Registered nurses,British Columbia,Renewal,Age not stated,0,0,0,0,0,0,0,0,0,0,,
